"company" "tikr" "price" "country" "mrkt"
"AVITA Medical, Inc." "RCEL" 11.29 "US" "XNAS"
"Castlight Health, Inc." "CSLT" 2.04 "US" "XNYS"
"Camtek Ltd." "CAMT" 41.51 "US" "XNAS"
"BM Technologies, Inc." "BMTX" 9.3 "US" "XASE"
"Bank of Marin Bancorp" "BMRC" 38.73 "US" "XNAS"
"First Wave BioPharma Inc" "FWBI" 1.48 "US" "XNAS"
"CareDx, Inc." "CDNA" 39.07 "US" "XNAS"
"CareCloud, Inc." "MTBC" 5.91 "US" "XNAS"
"BlackRock Capital Investment Corp." "BKCC" 4.18 "US" "XNAS"
"Blackrock TCP Capital Corp." "TCPC" 13.64 "US" "XNAS"
"BGSF, Inc." "BGSF" 13.98 "US" "XNYS"
"Bel Fuse, Inc." "BELFB" 13.44 "US" "XNAS"
"China Sxt Pharmaceuticals, Inc." "SXTC" 0.54 "US" "XNAS"
"Carrols Restaurant Group, Inc." "TAST" 2.9 "LN" NA
"BiomX, Inc." "PHGE" 1.55 "US" "XASE"
"BJ's Wholesale Club Holdings, Inc." "BJ" 65.73 "US" "XNYS"
"Black Diamond Therapeutics, Inc." "BDTX" 5.11 "US" "XNAS"
"Canopy Growth Corp." "CGC" 8.52 "AU" NA
"Calyxt, Inc." "CLXT" 2.17 "US" "XNAS"
"cbdMD, Inc." "YCBD" 1.07 "US" "XASE"
"BlackBerry Ltd." "BB" 8.87 "CA" NA
"China Petroleum & Chemical Corp." "SNP" 50.2 "US" "XNYS"
"Butterfly Network, Inc." "BFLY" 6.07 "US" "XNYS"
"Beazer Homes USA, Inc." "BZH" 20.96 "US" "XNYS"
"Ballard Power Systems, Inc." "BLDP" 11.66 "CA" NA
"Bottomline Technologies, Inc." "EPAY" 56.36 "US" "XNAS"
"BioDelivery Sciences International, Inc." "BDSI" 3.1 "US" "XNAS"
"Calliditas Therapeutics AB" "CALT" 23.28 "US" "XNAS"
"Brown-Forman Corp." "BF/A" 63.2 NA NA
"Best Buy Co., Inc." "BBY" 102.49 "LN" NA
"Benitec Biopharma, Inc." "BNTC" 2.42 "US" "XNAS"
"Build-A-Bear Workshop, Inc." "BBW" 21.12 "US" "XNYS"
"CarMax, Inc." "KMX" 121.08 "US" "XNYS"
"Axon Enterprise, Inc." "AXON" 145.08 "US" "XNAS"
"Babcock & Wilcox Enterprises, Inc." "BW" 8.65 "US" "XNYS"
"Cars.com, Inc." "CARS" 15.92 "US" "XNYS"
"Carriage Services, Inc." "CSV" 58.02 "AU" NA
"Blink Charging Co." "BLNK" 23.68 "US" "XNAS"
"Capital Bancorp, Inc. (Maryland)" "CBNK" 26.12 "US" "XNAS"
"Calavo Growers, Inc." "CVGW" 43.81 "US" "XNAS"
"Canadian Solar, Inc." "CSIQ" 29.78 "US" "XNAS"
"Bridgeline Digital, Inc." "BLIN" 2.11 "US" "XNAS"
"CareTrust REIT, Inc." "CTRE" 23.09 "US" "XNAS"
"Chicken Soup for the Soul Entertainment, Inc." "CSSE" 13.85 "US" "XNAS"
"Baxter International, Inc." "BAX" 87.46 "US" "XNYS"
"Camden Property Trust" "CPT" 166.98 "LN" NA
"Axos Financial, Inc." "AX" 60.54 "US" "XNYS"
"Calix, Inc." "CALX" 59.77 "US" "XNYS"
"Aviat Networks, Inc." "AVNW" 31.4 "US" "XNAS"
"Cass Information Systems, Inc." "CASS" 40.93 "US" "XNAS"
"C.H. Robinson Worldwide, Inc." "CHRW" 108.43 "US" "XNAS"
"Charter Communications, Inc." "CHTR" 610.31 "US" "XNAS"
"Bicycle Therapeutics Plc" "BCYC" 50.66 "US" "XNAS"
"Carter Bankshares, Inc." "CARE" 16.14 "CA" NA
"Berry Global Group, Inc." "BERY" 73.16 "US" "XNYS"
"Boqii Holding Ltd." "BQ" 0.8 "US" "XNYS"
"Biogen, Inc." "BIIB" 232.59 "US" "XNAS"
"Centogene NV" "CNTG" 5.02 "US" "XNAS"
"Blonder Tongue Laboratories, Inc." "BDR" 0.56 "AU" NA
"Blue Bird Corp." "BLBD" 15.55 "LN" NA
"Capstone Green Energy Corp." "CGRN" 3.31 "US" "XNAS"
"BioNano Genomics, Inc." "BNGO" 2.73 "US" "XNAS"
"Boston Scientific Corp." "BSX" 42.11 "AU" NA
"Bill.com Holdings, Inc." "BILL" 201.83 "LN" NA
"CF Bankshares, Inc." "CFBK" 20.5 "US" "XNAS"
"Bally's Corp." "BALY" 36.92 "US" "XNYS"
"Centene Corp." "CNC" 76.31 "LN" NA
"BancFirst Corp. (Oklahoma)" "BANF" 74.12 "US" "XNAS"
"Century Aluminum Co." "CENX" 17.56 "US" "XNAS"
"Century Casinos, Inc." "CNTY" 11.87 "US" "XNAS"
"Boise Cascade Co." "BCC" 69.01 "AU" NA
"ChoiceOne Financial Services, Inc." "COFS" 26.21 "US" "XNAS"
"Avient Corp." "AVNT" 56.06 "CA" NA
"Chromadex Corp." "CDXC" 3.31 "US" "XNAS"
"B2Gold Corp." "BTG" 3.64 "US" "XASE"
"Casa Systems, Inc." "CASA" 5.27 "CA" NA
"Bel Fuse, Inc." "BELFA" 15.04 "US" "XNAS"
"Brixmor Property Group, Inc." "BRX" 25.68 "US" "XNYS"
"Bitfarms Ltd. (Canada)" "BITF" 4.29 "CA" NA
"Axsome Therapeutics, Inc." "AXSM" 32.9 "US" "XNAS"
"Braze Inc - Ordinary Shares - Class A" "BRZE" 64.15 NA NA
"Barclays Plc" "BCS" 11.35 "AU" NA
"Bilibili, Inc." "BILI" 38.43 "US" "XNAS"
"BRF SA" "BRFS" 4.24 "US" "XNYS"
"BioCardia, Inc." "BCDA" 1.7 "US" "XNAS"
"Cano Health, Inc." "CANO" 7.67 NA NA
"Black Hills Corp." "BKH" 70.34 "US" "XNYS"
"Celsion Corp." "CLSN" 0.52 "LN" NA
"Cavco Industries, Inc." "CVCO" 283.78 "US" "XNAS"
"Century Therapeutics, Inc." "IPSC" 13.23 NA NA
"Carnival Corp." "CCL" 21.91 "LN" NA
"Bellicum Pharmaceuticals, Inc." "BLCM" 1.48 "US" "XNAS"
"CDK Global, Inc." "CDK" 42.37 "US" "XNAS"
"Burlington Stores, Inc." "BURL" 253.33 "US" "XNYS"
"Brandywine Realty Trust" "BDN" 14.7 "US" "XNYS"
"Capital City Bank Group, Inc." "CCBG" 27.37 "US" "XNAS"
"Brinker International, Inc." "EAT" 37.7 "LN" NA
"Celanese Corp." "CE" 172.02 "CA" NA
"Bio-Techne Corp." "TECH" 415.15 "LN" NA
"Boot Barn Holdings, Inc." "BOOT" 121.86 "LN" NA
"Cadiz, Inc." "CDZI" 4.08 "US" "XNAS"
"BankUnited, Inc." "BKU" 46.36 "US" "XNYS"
"BK Technologies Corp." "BKTI" 2.95 "US" "XASE"
"AXT, Inc." "AXTI" 8.42 "US" "XNAS"
"Bank OZK" "OZK" 50.84 "US" "XNAS"
"Booking Holdings, Inc." "BKNG" 2434.62 "US" "XNAS"
"Chatham Lodging Trust" "CLDT" 13.72 "US" "XNYS"
"Campbell Soup Co." "CPB" 45.84 "US" "XNYS"
"Barings BDC, Inc." "BBDC" 11.04 "US" "XNYS"
"Bandwidth, Inc." "BAND" 62.89 "US" "XNAS"
"BridgeBio Pharma, Inc." "BBIO" 14.63 "US" "XNAS"
"Biomerica, Inc." "BMRA" 4.18 "US" "XNAS"
"Bit Brother Ltd." "BTB" 0.48 "US" "XNAS"
"B. Riley Financial, Inc." "RILY" 84.59 "US" "XNAS"
"Bentley Systems, Inc." "BSY" 42.74 "US" "XNAS"
"ChannelAdvisor Corp." "ECOM" 21.92 "CA" NA
"BCB Bancorp, Inc." "BCBP" 15.81 "US" "XNAS"
"Chegg, Inc." "CHGG" 29.55 "US" "XNYS"
"CIM Commercial Trust Corp." "CMCT" 8.08 "US" "XNAS"
"Bloomin' Brands, Inc." "BLMN" 21.29 "US" "XNAS"
"Broadridge Financial Solutions, Inc." "BR" 171.47 "CA" NA
"AxoGen, Inc." "AXGN" 9.83 "US" "XNAS"
"Avinger, Inc." "AVGR" 0.46 "LN" NA
"BioCryst Pharmaceuticals, Inc." "BCRX" 11.57 "US" "XNAS"
"Cedar Realty Trust, Inc." "CDR" 24.79 "AU" NA
"Brookfield Infrastructure Corp. (New York)" "BIPC" 64.3 "CA" NA
"BOK Financial Corp." "BOKF" 111.47 "US" "XNAS"
"Burcon NutraScience Corp." "BRCN" 1.16 "US" "XNAS"
"Berkshire Hills Bancorp, Inc." "BHLB" 30.51 "US" "XNYS"
"Cango, Inc. (Cayman island)" "CANG" 3.24 "US" "XNYS"
"Beasley Broadcast Group, Inc." "BBGI" 2 "LN" NA
"Caterpillar, Inc." "CAT" 224.21 "LN" NA
"Cellectis SA" "CLLS" 7.73 "US" "XNAS"
"CECO Environmental Corp." "CECE" 6.23 "US" "XNAS"
"BioXcel Therapeutics, Inc." "BTAI" 19.68 "US" "XNAS"
"Barnes & Noble Education, Inc." "BNED" 6.7 "US" "XNYS"
"Bonso Electronics International, Inc." "BNSO" 4.25 "US" "XNAS"
"Brickell Biotech, Inc." "BBI" 0.23 "CA" NA
"Cabaletta Bio, Inc." "CABA" 3.5 "US" "XNAS"
"Burford Capital Ltd." "BUR" 10.62 "LN" NA
"Cambridge Bancorp" "CATC" 92.68 "LN" NA
"Blue Foundry Bancorp" "BLFY" 14.69 "US" "XNAS"
"Camden National Corp. (Maine)" "CAC" 51.72 "CA" NA
"Baidu, Inc." "BIDU" 153.38 "US" "XNAS"
"BioLineRx Ltd." "BLRX" 2.06 "US" "XNAS"
"Aytu Biopharma, Inc." "AYTU" 1.37 "US" "XNAS"
"Banco Macro SA" "BMA" 14 "US" "XNYS"
"Bit Digital, Inc." "BTBT" 5.29 "US" "XNAS"
"BIMI International Medical, Inc." "BIMI" 0.48 "US" "XNAS"
"CBIZ, Inc." "CBZ" 38.17 "US" "XNYS"
"Bausch Health Cos., Inc." "BHC" 27.03 "LN" NA
"Caleres, Inc." "CAL" 22.6 "LN" NA
"Byline Bancorp, Inc." "BY" 29 "US" "XNYS"
"Carrier Global Corp." "CARR" 51.84 "LN" NA
"Canaan, Inc." "CAN" 4.67 "AU" NA
"Brady Corp." "BRC" 53.47 "CA" NA
"Baosheng Media Group Holdings Ltd." "BAOS" 0.95 "US" "XNAS"
"Bath & Body Works Inc" "BBWI" 59.9 "US" "XNYS"
"Broadcom, Inc." "AVGO" 618.85 "US" "XNAS"
"Cadence Design Systems, Inc." "CDNS" 166.01 "US" "XNAS"
"Bellerophon Therapeutics, Inc." "BLPH" 3.1 "US" "XNAS"
"Cheesecake Factory, Inc." "CAKE" 38.91 "US" "XNAS"
"Ciena Corp." "CIEN" 72.99 "US" "XNYS"
"Caladrius Biosciences, Inc." "CLBS" 0.93 "US" "XNAS"
"Callon Petroleum Co." "CPE" 51.94 "US" "XNYS"
"Blade Air Mobility, Inc." "BLDE" 7.53 NA NA
"Bunge Ltd." "BG" 96.96 "US" "XNYS"
"BSQUARE Corp." "BSQR" 1.64 "US" "XNAS"
"Brighthouse Financial, Inc." "BHF" 56.18 "US" "XNAS"
"Cambium Networks Corp." "CMBM" 23.81 "US" "XNAS"
"BorgWarner, Inc." "BWA" 48.63 "US" "XNYS"
"Bluerock Residential Growth REIT, Inc." "BRG" 26.41 "AU" NA
"Biophytis SA" "BPTS" 5.47 "US" "XNAS"
"BrightSphere Investment Group, Inc." "BSIG" 24.31 "US" "XNYS"
"BRT Apartments Corp." "BRT" 22.76 "US" "XNYS"
"California Resources Corp." "CRC" 43.14 "LN" NA
"Chicago Rivet & Machine Co." "CVR" 26.86 "CA" NA
"Axonics, Inc." "AXNX" 54.65 "US" "XNAS"
"Cincinnati Bancorp, Inc." "CNNB" 14.59 "US" "XNAS"
"BeyondSpring, Inc." "BYSI" 4.52 "US" "XNAS"
"Baudax Bio, Inc." "BXRX" 0.21 "US" "XNAS"
"Cardiff Oncology, Inc." "CRDF" 6.35 "US" "XNAS"
"British American Tobacco plc" "BTI" 38.98 "AU" NA
"BeiGene Ltd." "BGNE" 229.45 "US" "XNAS"
"Better Choice Co., Inc." "BTTR" 2.98 "US" "XASE"
"Banco Santander Mexico SA Institucion de Banca Multiple" "BSMX" 5.7 "US" "XNYS"
"Avrobio, Inc." "AVRO" 2.12 "US" "XNAS"
"Cardiovascular Systems, Inc." "CSII" 18.11 "US" "XNAS"
"Aware, Inc. (Massachusetts)" "AWRE" 3.01 "US" "XNAS"
"BrasilAgro Cia Brasileira de Propriedades Agricolas" "LND" 5.07 "LN" NA
"Central Garden & Pet Co." "CENTA" 45.91 "US" "XNAS"
"BRP Group, Inc." "BRP" 33.4 "US" "XNAS"
"Bolt Biotherapeutics, Inc." "BOLT" 3.77 "CA" NA
"BriaCell Therapeutics Corp." "BCTX" 8.48 "US" "XNAS"
"Bankwell Financial Group, Inc." "BWFG" 33.82 "US" "XNAS"
"Blucora, Inc." "BCOR" 16.97 "US" "XNAS"
"Can-Fite BioPharma Ltd." "CANF" 1.31 "US" "XASE"
"Chesapeake Utilities Corp." "CPK" 139.2 "US" "XNYS"
"BioNTech SE" "BNTX" 211.88 "US" "XNAS"
"Brooklyn ImmunoTherapeutics, Inc." "BTX" 3.88 "US" "XASE"
"CBAK Energy Technology, Inc." "CBAT" 1.38 "US" "XNAS"
"C&F Financial Corp." "CFFI" 52.2 "US" "XNAS"
"Bristol Myers Squibb Co." "BMY" 62.82 "LN" NA
"China Life Insurance Co. Ltd." "LFC" 8.69 "US" "XNYS"
"Aziyo Biologics, Inc." "AZYO" 6.49 "US" "XNAS"
"Carter's, Inc." "CRI" 98.6 "CA" NA
"Byrna Technologies, Inc." "BYRN" 12.11 "CA" NA
"Charles & Colvard Ltd." "CTHR" 2.63 "US" "XNAS"
"Avino Silver & Gold Mines Ltd." "ASM" 0.79 "AU" NA
"Checkpoint Therapeutics, Inc." "CKPT" 2.73 "US" "XNAS"
"BEST, Inc. (China)" "BEST" 0.88 "US" "XNYS"
"CarLotz, Inc." "LOTZ" 2.22 "US" "XNAS"
"Canadian Natural Resources Ltd." "CNQ" 47.29 "CA" NA
"Blue Ridge Bankshares, Inc. (Virginia)" "BRBS" 18.25 "US" "XASE"
"BioSig Technologies, Inc." "BSGM" 2.26 "US" "XNAS"
"Cactus, Inc." "WHD" 42.67 "US" "XNYS"
"BOS Better Online Solutions Ltd." "BOSC" 2.79 "US" "XNAS"
"Champions Oncology, Inc." "CSBR" 8.2 "US" "XNAS"
"Avid Bioservices, Inc." "CDMO" 22.21 "US" "XNAS"
"California Water Service Group" "CWT" 67.78 "US" "XNYS"
"CBRE Group, Inc." "CBRE" 104.8 "US" "XNYS"
"Central Garden & Pet Co." "CENT" 50.09 "US" "XNAS"
"Axcelis Technologies, Inc." "ACLS" 68.7 "US" "XNAS"
"Carver Bancorp, Inc." "CARV" 7.89 "US" "XNAS"
"C4 Therapeutics, Inc." "CCCC" 27.11 "US" "XNAS"
"Chemung Financial Corp." "CHMG" 45.38 "US" "XNAS"
"CEMEX SAB de CV" "CX" 6.55 "CA" NA
"Ceragon Networks Ltd." "CRNT" 2.48 "US" "XNAS"
"Canon, Inc." "CAJ" 24.15 "AU" NA
"Avid Technology, Inc." "AVID" 29.06 "US" "XNAS"
"BIOLASE, Inc." "BIOL" 0.4 "US" "XNAS"
"Choice Hotels International, Inc." "CHH" 154.25 "LN" NA
"Blue Apron Holdings, Inc." "APRN" 6.39 "US" "XNYS"
"Chico's FAS, Inc." "CHS" 4.87 "CA" NA
"Bank First Corp." "BFC" 73.06 "AU" NA
"Celsius Holdings, Inc." "CELH" 54.55 "US" "XNAS"
"Baozun, Inc." "BZUN" 14.05 "US" "XNAS"
"Blend Labs, Inc." "BLND" 7.01 "LN" NA
"Banc of California, Inc." "BANC" 21.21 "CA" NA
"BioMarin Pharmaceutical, Inc." "BMRN" 84.21 "US" "XNAS"
"Baker Hughes Co." "BKR" 26.13 "CA" NA
"BJ's Restaurants, Inc." "BJRI" 33.82 "US" "XNAS"
"CF Industries Holdings, Inc." "CF" 69.14 "CA" NA
"Certara, Inc." "CERT" 25.48 "US" "XNAS"
"Celularity, Inc." "CELU" 4.6 NA NA
"Bright Health Group, Inc." "BHG" 2.95 "AU" NA
"Banner Corp." "BANR" 64.91 "US" "XNAS"
"Capricor Therapeutics, Inc." "CAPR" 3.04 "US" "XNAS"
"Barnwell Industries, Inc." "BRN" 2.84 "AU" NA
"BRP, Inc." "DOOO" 82.78 "US" "XNAS"
"C3.ai, Inc." "AI" 29.93 "CA" NA
"Axcella Health, Inc." "AXLA" 2.01 "US" "XNAS"
"Bio-Rad Laboratories, Inc." "BIO" 662.87 "CA" NA
"BIT Mining Ltd." "BTCM" 5.58 "US" "XNYS"
"Catalent, Inc." "CTLT" 115.46 "US" "XNYS"
"Braemar Hotels & Resorts, Inc." "BHR" 5.32 "CA" NA
"Carpenter Technology Corp." "CRS" 32.47 "LN" NA
"BayCom Corp." "BCML" 19.2 "US" "XNAS"
"Banco Bradesco SA" "BBD" 3.57 "US" "XNYS"
"Avnet, Inc." "AVT" 41.33 "CA" NA
"Chesapeake Energy Corp." "CHK" 69.35 "AU" NA
"Blue Hat Interactive Entertainment Technology" "BHAT" 0.42 "US" "XNAS"
"Bogota Financial Corp." "BSBK" 10.1 "US" "XNAS"
"Berkeley Lights, Inc." "BLI" 9.6 "US" "XNAS"
"Bioventus, Inc." "BVS" 14.23 "LN" NA
"Berry Corp." "BRY" 8.8 "LN" NA
"Camber Energy, Inc." "CEI" 0.82 "US" "XASE"
"Castle Biosciences, Inc." "CSTL" 39.16 "US" "XNAS"
"Chemomab Therapeutics Ltd." "CMMB" 6.74 NA NA
"Bank of South Carolina Corp." "BKSC" 20.25 "US" "XNAS"
"Brown & Brown, Inc." "BRO" 68.59 "CA" NA
"BCE, Inc." "BCE" 52.14 "CA" NA
"Capital Southwest Corp" "CSWC" 24.89 "US" "XNAS"
"AYRO, Inc." "AYRO" 1.54 "US" "XNAS"
"Boston Properties, Inc." "BXP" 125.63 "LN" NA
"Biofrontera AG" "BFRA" 3.05 "US" "XNAS"
"Charles River Laboratories International, Inc." "CRL" 328.82 "LN" NA
"BWX Technologies, Inc." "BWXT" 49.04 "US" "XNYS"
"Chart Industries, Inc." "GTLS" 137.7 "US" "XNYS"
"Bio-Path Holdings, Inc." "BPTH" 3.88 "US" "XNAS"
"Brunswick Corp." "BC" 100.28 "US" "XNYS"
"Carvana Co." "CVNA" 184.6 "US" "XNYS"
"Cellectar BioSciences, Inc." "CLRB" 0.69 "US" "XNAS"
"Cidara Therapeutics, Inc." "CDTX" 1.07 "US" "XNAS"
"Cerus Corp." "CERS" 6.01 "US" "XNAS"
"Box, Inc." "BOX" 25.66 "US" "XNYS"
"Ayala Pharmaceuticals, Inc." "AYLA" 7.65 "US" "XNAS"
"Bar Harbor Bankshares" "BHB" 31.25 "US" "XASE"
"Bank of Montreal" "BMO" 113.15 "AU" NA
"BioVie, Inc." "BIVI" 4.77 "US" "XNAS"
"Bassett Furniture Industries, Inc." "BSET" 16.88 "US" "XNAS"
"Barrett Business Services, Inc." "BBSI" 67.15 "US" "XNAS"
"Barnes Group, Inc." "B" 47.9 "CA" NA
"Chimerix, Inc." "CMRX" 6 "US" "XNAS"
"Cardinal Health, Inc." "CAH" 54.25 "US" "XNYS"
"Celcuity, Inc." "CELC" 12.85 "US" "XNAS"
"Bio-Rad Laboratories, Inc." "BIO/B" 679.16 NA NA
"Cerner Corp." "CERN" 92.32 "US" "XNAS"
"Berkshire Hathaway, Inc." "BRK/B" 319.8 NA NA
"B&G Foods, Inc." "BGS" 33.74 "LN" NA
"Cimpress Plc" "CMPR" 70.95 "US" "XNAS"
"Checkmate Pharmaceuticals, Inc." "CMPI" 2.61 "US" "XNAS"
"Centrus Energy Corp." "LEU" 51.97 "US" "XASE"
"Ballantyne Strong, Inc." "BTN" 2.93 "AU" NA
"Cal-Maine Foods, Inc." "CALM" 38.86 "US" "XNAS"
"Cathay General Bancorp" "CATY" 46.32 "US" "XNAS"
"CASI Pharmaceuticals, Inc." "CASI" 0.78 "US" "XNAS"
"Ceridian HCM Holding, Inc." "CDAY" 89.51 "CA" NA
"Brigham Minerals, Inc." "MNRL" 22.41 "US" "XNYS"
"Bridgewater Bancshares, Inc." "BWB" 18.02 "US" "XNAS"
"BlackLine, Inc." "BL" 96.37 "US" "XNAS"
"Banco Bradesco SA" "BBDO" 2.9 "US" "XNYS"
"Check Point Software Technologies Ltd." "CHKP" 119.5 "US" "XNAS"
"Bank7 Corp." "BSVN" 24.62 "US" "XNAS"
"Cherry Hill Mortgage Investment Corp." "CHMI" 8.42 "US" "XNYS"
"Beyond Meat, Inc." "BYND" 68.62 "US" "XNAS"
"CenterPoint Energy, Inc." "CNP" 27.65 "AU" NA
"Bristow Group, Inc." "VTOL" 33.58 "US" "XNYS"
"Catalyst Biosciences, Inc." "CBIO" 0.83 "US" "XNAS"
"Bed Bath & Beyond, Inc." "BBBY" 13.81 "US" "XNAS"
"Bright Horizons Family Solutions, Inc." "BFAM" 126.48 "US" "XNYS"
"Bain Capital Specialty Finance, Inc." "BCSF" 15.65 "US" "XNYS"
"CDW Corp." "CDW" 198.36 "US" "XNAS"
"CatchMark Timber Trust, Inc." "CTT" 8.83 "AU" NA
"CBTX, Inc. (Texas)" "CBTX" 30.3 "US" "XNAS"
"Belden, Inc." "BDC" 61.25 "AU" NA
"Capital One Financial Corp." "COF" 154.63 "AU" NA
"CEL-SCI Corp." "CVM" 6.21 "CA" NA
"Renovare Environmental Inc" "RENO" 0.7 NA NA
"bluebird bio, Inc." "BLUE" 9.55 "CA" NA
"Churchill Downs, Inc." "CHDN" 230.97 "US" "XNAS"
"Canadian National Railway Co." "CNI" 123.41 "AU" NA
"Broadway Financial Corp. (California)" "BYFC" 2.45 "US" "XNAS"
"Boxlight Corp." "BOXL" 1.23 "US" "XNAS"
"BigCommerce Holdings, Inc." "BIGC" 32.67 "US" "XNAS"
"Banco BBVA Argentina SA" "BBAR" 3.11 "US" "XNYS"
"BlackRock, Inc." "BLK" 892.25 "AU" NA
"Chinook Therapeutics, Inc." "KDNY" 14.34 "US" "XNAS"
"CARA Therapeutics, Inc." "CARA" 11.77 "US" "XNAS"
"CareMax, Inc." "CMAX" 7.75 NA NA
"CACI International, Inc." "CACI" 273.18 "US" "XNYS"
"Brightcove, Inc." "BCOV" 9.96 "US" "XNAS"
"Canoo, Inc." "GOEV" 7.01 "US" "XNAS"
"Chemed Corp." "CHE" 496.72 "US" "XNYS"
"Business First Bancshares, Inc." "BFST" 29.25 "US" "XNAS"
"Benchmark Electronics, Inc." "BHE" 26.96 "US" "XNYS"
"Canadian Pacific Railway Ltd." "CP" 75.74 "CA" NA
"BurgerFi International, Inc." "BFI" 5.79 "US" "XNAS"
"Cable One, Inc." "CABO" 1669.16 "US" "XNYS"
"Bon Natural Life Ltd" "BON" 4.18 NA NA
"CalAmp Corp." "CAMP" 6.55 "CA" NA
"Betterware de México SAPI de CV" "BWMX" 19.63 "US" "XNAS"
"Ball Corp." "BLL" 90.53 "US" "XNYS"
"Bright Scholar Education Holdings Ltd." "BEDU" 1.02 "US" "XNYS"
"Casper Sleep, Inc." "CSPR" 6.67 "US" "XNYS"
"Century Communities, Inc." "CCS" 70.88 "LN" NA
"Coterra Energy Inc" "CTRA" 21.55 "US" "XNYS"
"Blue Owl Capital, Inc." "OWL" 14.01 NA NA
"China Southern Airlines Co. Ltd." "ZNH" 30.4 "US" "XNYS"
"Cboe Global Markets, Inc." "CBOE" 124.17 "US" NA
"Beam Global" "BEEM" 16.21 "US" "XNAS"
"Big Lots, Inc." "BIG" 49.67 "LN" NA
"Centerspace" "CSR" 103.33 "AU" NA
"Chase Corp." "CCF" 99.99 "US" "XASE"
"AZZ, Inc." "AZZ" 55.03 "CA" NA
"Capitol Federal Financial, Inc." "CFFN" 11.68 "US" "XNAS"
"Biomea Fusion, Inc." "BMEA" 7.83 "US" "XNAS"
"Casella Waste Systems, Inc." "CWST" 80.26 "US" "XNAS"
"BioLife Solutions, Inc." "BLFS" 30.88 "US" "XNAS"
"Catalyst Pharmaceuticals, Inc." "CPRX" 6.56 "US" "XNAS"
"Braskem SA" "BAK" 18.69 "US" "XNYS"
"Centennial Resource Development, Inc." "CDEV" 6.95 "US" "XNAS"
"Biocept, Inc." "BIOC" 3.78 "US" "XNAS"
"Beacon Roofing Supply, Inc." "BECN" 54.69 "US" "XNAS"
"CarParts.com, Inc." "PRTS" 11.25 "US" "XNAS"
"Camping World Holdings, Inc." "CWH" 38.58 "AU" NA
"Chimera Investment Corp." "CIM" 15.06 "AU" NA
"Canada Goose Holdings, Inc." "GOOS" 34.39 "CA" NA
"Church & Dwight Co., Inc." "CHD" 103.59 "US" "XNYS"
"Bluegreen Vacations Holding Corp." "BVH" 34.16 "US" "XNYS"
"Calithera Biosciences, Inc." "CALA" 0.6 "US" "XNAS"
"Cigna Corp." "CI" 233.16 "US" "XNYS"
"Bloom Energy Corp." "BE" 19.26 "CA" NA
"Cheniere Energy, Inc." "LNG" 108.44 "AU" NA
"Boyd Gaming Corp." "BYD" 63.51 "CA" NA
"Brainsway Ltd." "BWAY" 7.72 "US" "XNAS"
"BioAtla, Inc." "BCAB" 16.16 NA NA
"Biodesix, Inc." "BDSX" 5.4 "US" "XNAS"
"Canadian Imperial Bank of Commerce" "CM" 124.01 "CA" NA
"Big 5 Sporting Goods Corp." "BGFV" 19.09 "US" "XNAS"
"Bank of America Corp." "BAC" 49.17 "CA" NA
"Cerence, Inc." "CRNC" 79.03 "US" "XNAS"
"Cannae Holdings, Inc." "CNNE" 34.43 "US" "XNYS"
"Chewy, Inc." "CHWY" 48.61 "US" "XNYS"
"Avista Corp." "AVA" 42.98 "AU" NA
"Bridgford Foods Corp." "BRID" 12.01 "US" "XNAS"
"BiondVax Pharmaceuticals Ltd." "BVXV" 2.04 "US" "XNAS"
"Brookdale Senior Living, Inc." "BKD" 5.25 "US" "XNYS"
"Bank of Hawaii Corp." "BOH" 90.76 "US" "XNYS"
"Change Healthcare, Inc." "CHNG" 21.09 "US" "XNAS"
"Azul SA" "AZUL" 12.79 "US" "XNYS"
"Brainstorm Cell Therapeutics, Inc." "BCLI" 3.75 "US" "XNAS"
"Battalion Oil Corp." "BATL" 10.31 "US" "XASE"
"Borqs Technologies, Inc." "BRQS" 0.39 "US" "XNAS"
"Central Pacific Financial Corp." "CPF" 30.38 "US" "XNYS"
"Avis Budget Group, Inc." "CAR" 196.96 "LN" NA
"Chembio Diagnostics, Inc." "CEMI" 1.08 "US" "XNAS"
"Booz Allen Hamilton Holding Corp." "BAH" 87.46 "AU" NA
"BGC Partners, Inc." "BGCP" 4.59 "US" "XNAS"
"Boston Beer Co., Inc." "SAM" 517.88 "AU" NA
"Bowman Consulting Group Ltd." "BWMN" 21.4 "US" "XNAS"
"Chevron Corp." "CVX" 125.03 "CA" NA
"Capri Holdings Ltd." "CPRI" 61.85 "US" "XNYS"
"Benefitfocus, Inc." "BNFT" 10.56 "US" "XNAS"
"Carlisle Cos., Inc." "CSL" 238.95 "AU" NA
"Cantaloupe, Inc." "CTLP" 8.45 "US" "XNAS"
"China Natural Resources, Inc." "CHNR" 1.06 "US" "XNAS"
"BrightSpire Capital, Inc." "BRSP" 10.08 "US" "XNYS"
"Blackbaud, Inc." "BLKB" 69.32 "US" "XNAS"
"Check-Cap Ltd." "CHEK" 0.66 "US" "XNAS"
"Badger Meter, Inc." "BMI" 97.77 "US" "XNYS"
"Black Knight, Inc." "BKI" 79.13 "AU" NA
"Burning Rock Biotech Ltd." "BNR" 9.23 "AU" NA
"CB Financial Services, Inc." "CBFV" 24.25 "US" "XNAS"
"Beyond Air, Inc." "XAIR" 8.57 "US" "XNAS"
